Powerful entity\nMassive health pool\nStrong kicks	[BodyScript]
Precision and headshots are the key to getting good ranks.	[SceneLoader~raw]
Press 0 to restart quickly.	[SceneLoader~raw]
Press E to use buttons.	[TMPro.TextMeshPro]
Press ENTER to\ngo to the next\nlevel	[TMPro.TextMeshProUGUI]
Press F to kick.	[TMPro.TextMeshPro]
Press G to enter vehicles	[TMPro.TextMeshPro]
Press Q	[TMPro.TextMeshPro]
Press S to drop\nfrom a ledge.	[TMPro.TextMeshPro]
Press S to drop from ledges.	[SceneLoader~raw]
Press SPACE to jump.	[TMPro.TextMeshPro]
Press TAB to view your spare ammo.\nYou can only reload if you have\nammo of the type that your held\nweapon uses.\n\nPress 1-3 to switch weapons.	[TMPro.TextMeshPro]
Press V to pick\nup new weapons.\n\n1-3 to switch\nweapons.	[TMPro.TextMeshPro]
Press V to pick up\nnew weapons.	[TMPro.TextMeshPro]
Press W to extend tongue\nSlow reloads	[BodyScript]
Press W,A,S,D\nto move in water.	[TMPro.TextMeshPro]
Push zone	[LevelPartGame]
Pushes any objects that enter it with the selected force	[LevelPartGame]
Put on an enemy to set their starting weapon. Set the team to the weapon name, set armed to 0 to make them unarmed	[LevelPartGame]
Put this on a Move Idle 1 enemy to make them face left	[LevelPartGame]
Quick but frail\n<color="green">Moving slowly allows you to camouflage	[MainMenuManager]
Rain setter	[LevelPartGame]
Rapid-fire revolver	[WeaponPreset]
Reality trembles...	[ErrorDetector~raw]
Rectangle Gun	[WeaponPreset]
Red barrel = dangerous.	[TMPro.TextMeshPro]
Refer to the\nprevious warning.	[TMPro.TextMeshPro]
Refer to the\nprevious warning.\nAgain.	[TMPro.TextMeshPro]
