Grenade Launcher	[WeaponPreset]
Grinning face	[TMPro.TMP_SpriteAsset]
Ground point	[LevelPartGame]
Groups of enemies can occasionally infight.	[SceneLoader~raw]
Guns with longer barrels may pass through enemies at very close range. Beware of your positioning.	[SceneLoader~raw]
Gunshots will alert nearby\nenemies, giving them\n360 degree vision.	[TMPro.TextMeshPro]
Half pallet	[LevelPartGame]
Hateful entity\nStrong legs\nBuilds up rage with injuries	[BodyScript]
Headshots: 80%	[TMPro.TextMeshProUGUI]
Health: 100	[TMPro.TextMeshProUGUI]
Heavier weapons can penetrate multiple enemies.	[SceneLoader~raw]
Heavy Rifle	[WeaponPreset]
Hello, world!	[LevelPartGame]
Hit shots: 100%	[TMPro.TextMeshProUGUI]
Hold RMB on a physical object to levitate it.\nDirect line of sight is needed to levitate.	[TMPro.TextMeshPro]
Hold S\nto crouch.	[TMPro.TextMeshPro]
Hold S after a medium fall to roll. Jump right at the end to perform a frontflip.	[SceneLoader~raw]
Hold S to crouch.\nCrouching reduces\nspread, recoil.\nand<color="black"> aimpunch.	[TMPro.TextMeshPro]
Hold X to ragdoll\n\nHold A or D to crawl	[TMPro.TextMeshPro]
Hold X to ragdoll.\nMove to crawl.	[TMPro.TextMeshPro]
Hot Plate	[LevelPartGame]
How could this be??	[ErrorDetector~raw]
how did you even get here	[TMPro.TextMeshPro]
how did you even get here\n\nstop using windowed mode	[TMPro.TextMeshPro]
Howdy, Mercenary. It's about time we ask for some 'help' again.... paid in full.\nMonths ago, our enemy, out of nowhere, somehow captured a lot of our key outposts. Seems like they know exactly where to hit us...\n...so why don't we hit back? Specifically, taking one of their main vantage points over us, a location they've used to hold us down for a long time now...\nAn entire acid plant. Used to move troops to our land. I'm not going to sit around while they bit by bit take *our* property.\nGo through the plant and kill *Everyone*. This'll really mess up their flow of troops... get em' right where it hurts.\nThe plant itself is a standard concrete factory... though it's name does raise questions. Might be actual acid in there.\nBe careful. Not that I know anyway.\nShow them what we're about. That plant is ours...\n-Z	[MissionSelect]
Huge health pool\nStrong kicks\nNo HP regen	[BodyScript]
I know this is your whole job, but you've been out of the game for a while now.\nAs such, I've found a spot that should be good for you to get back into the swing of things.\nResistance should be a non-factor, there's hardly anyone there.\nGet used to your new tech, get the basics down.\nA bit of practice doesn't hurt, after all.\n- Z	[MissionSelect]
I like\nbig\nbutts and i cannot lie\nthis mothe	[TMPro.TextMeshPro]
