campaign5	[MissionSelect]
campaign6	[MissionSelect]
campaign7	[MissionSelect]
campaign8	[MissionSelect]
campaign9	[MissionSelect]
Cancel	[TMPro.TextMeshProUGUI,UnityEngine.EventSystems.StandaloneInputModule]
Canndc	[TMPro.TextMeshProUGUI]
Carbine	[WeaponPreset]
Carver\nBaron\nAvelyn\nCrystal\nAngler\nG4-A	[TMPro.TextMeshProUGUI]
Casualty	[MusicClip]
CHARACTER\nSELECT	[TMPro.TextMeshProUGUI]
Chik	[LevelPartGame,MainMenuManager]
chik	[BodyScript]
Chloe	[TMPro.TMP_FontAsset]
Chompy	[LevelPartGame,MainMenuManager]
chompy	[BodyScript]
ChromaticAberration	[UnityEngine.Rendering.Universal.ChromaticAberration]
ChromeSkull	[MusicClip]
Clear\nall	[TMPro.TextMeshProUGUI]
ClearAll	[UnityEngine.UI.Button]
Climb	[BodyScript]
Close	[TMPro.TextMeshProUGUI,UnityEngine.UI.Button]
Color	[UnityEngine.UI.Text]
ColorAdjustments	[UnityEngine.Rendering.Universal.ColorAdjustments]
CopyToClipboard	[UnityEngine.UI.Button]
Covenant	[MusicClip]
CrashSite	[MusicClip]
Crawling	[MusicClip]
