scStVal	[code_word]
charUnlocked	[code_word]
simpleMusic	[code_word]
GlassShatter	[code_word]
https://gunsaw-level-editor-server-dd8a2899b16d.herokuapp.com	[code_word]
lastEditorClip	[code_word]
lastEditorTime	[code_word]
Editor	[code_word]
Editor/	[code_word]
Editor/Building/WhiteTile	[code_word]
OnlineLevelsButton	[code_word]
CollaborationButton	[code_word]
Editor/Building/InfoScreen	[code_word]
<line-height=49%>	[code_word]
<line-height=93%>	[code_word]
<line-height=155%>	[code_word]
delete	[code_word]
Cleared	[code_word]
object(s).	[code_word]
F3	[code_word]
F1	[code_word]
<color=green>ON</color>	[code_word]
<color=red>OFF</color>	[code_word]
LevelLoader	[code_word]
ShapeRenderer	[code_word]
Undo	[code_word]
Redo	[code_word]
LevelBrowserPanel	[code_word]
