WBA |	[code_phrase]
GLITCH GOD 3000 HAS ACTIVATED HIS HOLY SPELL	[code_phrase]
Shuffling layers	[code_phrase]
why did you do that	[code_phrase]
SWAP LAST	[code_phrase]
SWAP OUT	[code_phrase]
Dead Enemy	[code_phrase]
Dying enemy	[code_phrase]
Fighting Enemy	[code_phrase]
Alert Enemy	[code_phrase]
Inactive Enemy	[code_phrase]
Unconscious enemy	[code_phrase]
Dead Ally	[code_phrase]
<color=#00FFFF>	[code_phrase]
CLICK TO SWAP	[code_phrase]
<color="red">	[code_phrase]
CANNOT SWAP	[code_phrase]
Engine hydrolocked	[code_phrase]
Dislodged piece of metal	[code_phrase]
KNOCKED OUT	[code_phrase]
LEG INJURY	[code_phrase]
// CHAPTER 1 //	[code_phrase]
// BADLANDS //	[code_phrase]
// CHAPTER 2 //	[code_phrase]
// FROSTBURN //	[code_phrase]
// CHAPTER ? //	[code_phrase]
// UNKNOWN //	[code_phrase]
Quick Audio	[code_phrase]
