H1	[TMPro.TMP_StyleSheet]
H2	[TMPro.TMP_StyleSheet]
H3	[TMPro.TMP_StyleSheet]
HeavyRevolver	[WeaponPreset]
Highlighted	[TMPro.TMP_InputField,UnityEngine.Rendering.UI.UIFoldout,UnityEngine.UI.Button,UnityEngine.UI.Scrollbar,UnityEngine.UI.Slider,UnityEngine.UI.Toggle]
HighPipeline	[UnityEngine.Rendering.Universal.UniversalRenderPipelineAsset]
HighRender	[UnityEngine.Experimental.Rendering.Universal.Renderer2DData]
Horizontal	[UnityEngine.EventSystems.StandaloneInputModule]
Hue	[TMPro.TextMeshProUGUI]
Ice	[LevelPartGame]
icke	[BodyScript]
Icke	[LevelPartGame,MainMenuManager]
Icke\nShelly	[TMPro.TextMeshProUGUI]
ID	[TMPro.TextMeshProUGUI]
Identity	[MusicClip]
Incinerator	[LevelPartGame]
Indestructible	[LevelPartGame]
IndustrialTileProfile	[UnityEngine.U2D.SpriteShape]
Intensity	[TMPro.TextMeshProUGUI]
InterdimensionalHorrors	[MusicClip]
InterpToggled	[UnityEngine.UI.Toggle]
Katana	[MusicClip]
KeyPromptsToggled	[UnityEngine.UI.Toggle]
KrisVector	[WeaponPreset]
Lamp	[LevelPartGame]
LastStop	[MusicClip]
leapy	[BodyScript]
Leapy	[LevelPartGame,MainMenuManager]
