Refer to the previous sign.	[TMPro.TextMeshPro]
Reload speed: 100%	[TMPro.TextMeshProUGUI]
Report this!	[ErrorDetector~raw]
Reset campaign	[TMPro.TextMeshProUGUI]
Resets\n- Campaign progress\n- Character unlocks	[TMPro.TextMeshProUGUI]
Resizable damaging tile	[LevelPartGame]
Respawn Pro	[TMPro.TMP_FontAsset]
Respect shotgunners. Seriously.	[SceneLoader~raw]
Restart (0)	[TMPro.TextMeshProUGUI]
Resume (Esc)	[TMPro.TextMeshProUGUI]
Retro Gaming	[TMPro.TMP_FontAsset]
Rex\nInactive Enemy	[TMPro.TextMeshProUGUI]
Rifles and pistols are good at any range.\nSMGs are great at short range, but less effective at longer ranges.\nShotguns are point-blank-instakills, but are useless any further.	[TMPro.TextMeshPro]
Rocket Launcher	[WeaponPreset]
Roll pounce.	[TMPro.TextMeshPro]
Rolling after a fall makes you unable to ragdoll from it.	[SceneLoader~raw]
Roof vent	[LevelPartGame]
Rotate (2)	[TMPro.TextMeshProUGUI]
Run force: 100%	[TMPro.TextMeshProUGUI]
Safety railing	[LevelPartGame]
Save to\nclipboard	[TMPro.TextMeshProUGUI]
Sawed Off	[WeaponPreset]
Scalable background element	[LevelPartGame]
Scalable liquid with configurable damage. Only editable in background mode	[LevelPartGame]
Scalable liquid. Only editable in background mode	[LevelPartGame]
Scalable, slippery ground	[LevelPartGame]
Scalable, walkable ground	[LevelPartGame]
Scale (3)	[TMPro.TextMeshProUGUI]
