Delayed trigger	[LevelPartGame]
Destructible metal crate	[LevelPartGame]
Destructible metal crate. Always drops a weapon, as long as someone has been killed	[LevelPartGame]
Destructible pallet	[LevelPartGame]
Destructible pallet piece	[LevelPartGame]
Destructible pallet that slides on the ground	[LevelPartGame]
Destructible steel barrel	[LevelPartGame]
Destructible vehicle	[LevelPartGame]
Destructible wooden crate	[LevelPartGame]
Destructible wooden crate. Drops no weapons	[LevelPartGame]
Dexterous and frail	[BodyScript]
Dexterous, but frail	[MainMenuManager]
Different species have different lung capacities.	[SceneLoader~raw]
Dimension Shifter	[MusicClip]
dingu s	[TMPro.TextMeshPro]
Disables camera smoothing (Instantly snaps to your character and cursor)	[TMPro.TextMeshProUGUI]
Disables rain/snow particles, which might help with recording\nRecommended to keep off	[TMPro.TextMeshProUGUI]
Discord Server	[TMPro.TextMeshProUGUI]
DiscordButton, Assembly-CSharp	[UnityEngine.UI.Button]
Displays the relevant key when near a weapon/button	[TMPro.TextMeshProUGUI]
Distortion zone	[LevelPartGame]
Distorts the screen when the player is close to it. Distance dictates how far away from the object the camera starts getting distorted	[LevelPartGame]
do you really have nothing better to do	[TMPro.TextMeshPro]
Does a variety of things when triggered. Set the action to 3 to end the level. See the guide channel for details!!!	[LevelPartGame]
Don't get caught up\non these.	[TMPro.TextMeshPro]
Don't get too attached to your victims.	[SceneLoader~raw]
Door A	[TMPro.TextMeshPro]
Door ID	[LevelPartGame]
