What did you do!?	[ErrorDetector~raw]
Wheel pallet	[LevelPartGame]
When it's ID is activated, teleports any bodies inside of it to the position specified in Telepos	[LevelPartGame]
When its ID gets called, starts sending activation signals to the Target ID every X seconds. Stops when its ID gets called again	[LevelPartGame]
Who cut the cheese?	[ErrorDetector~raw]
Within the Shadows	[MusicClip]
Wobbly fence	[LevelPartGame]
Wobbly fence. But short	[LevelPartGame]
Wood crate	[LevelPartGame]
You always start out with\nonly a pistol\n\nGrab more weapons on the way.	[TMPro.TextMeshPro]
You automatically unload\nany weapons closeby,\nand add the ammo\ninto your spare.	[TMPro.TextMeshPro]
You broke it!	[ErrorDetector~raw]
You can hang onto lamps like ledges.	[SceneLoader~raw]
You can hold RMB on a physics\nobject to levitate it.\nDirect line of sight is needed\nto levitate	[TMPro.TextMeshPro]
You can lose your arms/legs and still survive. Continue on for an extra challenge!	[SceneLoader~raw]
You can only switch\n2 times before\nyou have to retry the mission.	[TMPro.TextMeshPro]
You can swap bodies\nafter dying.	[TMPro.TextMeshPro]
You can use fences\nand poles as hooks\nfor levitation	[TMPro.TextMeshPro]
You can use levitation while K/O'd. If not in  brutal mode.	[SceneLoader~raw]
You died.\nSwap charge: 0%\nPress 0 to restart.	[TMPro.TextMeshProUGUI]
You found a bug!	[ErrorDetector~raw]
You get pushed in the opposite\ndirection of the object you're\nlevitating.\nIn short, <color="black"><i>crate go down,\nyou go up.	[TMPro.TextMeshPro]
You get pushed in the opposite\ndirection of the object you're levitating.\nIn short, <color="black"><i>crate go down,\nyou go up.	[TMPro.TextMeshPro]
You regenerate more health the longer you haven't been damaged for.	[SceneLoader~raw]
You Shouldn't Be Here	[NewMusicManager]
You suck!	[ErrorDetector~raw]
You're not playing an action shooter.	[SceneLoader~raw]
you're so nosey!	[TMPro.TextMeshPro]
