Music	[TMPro.TextMeshProUGUI]
MusicVolumeChanged	[UnityEngine.UI.Slider]
Nah	[TMPro.TextMeshProUGUI]
NewBeginnings	[MusicClip]
no	[TMPro.TextMeshPro]
No.	[TMPro.TextMeshPro]
Normal	[TMPro.TMP_FontAsset,TMPro.TMP_InputField,TMPro.TMP_StyleSheet,UnityEngine.Rendering.UI.UIFoldout,UnityEngine.UI.Button,UnityEngine.UI.Scrollbar,UnityEngine.UI.Slider,UnityEngine.UI.Toggle]
O-Ren	[MusicClip]
Obstacles	[UnityEngine.UI.Button]
Oopsies!	[ErrorDetector~raw]
Operator	[WeaponPreset]
Orange	[LevelPartGame,MainMenuManager]
orange	[BodyScript]
Oren	[MusicClip]
Orsoniks	[TMPro.TextMeshProUGUI]
Ouch!	[ErrorDetector~raw]
P90	[WeaponPreset]
Pallet	[LevelPartGame]
Papasha	[WeaponPreset]
PbAmbience	[MusicClip]
PDW	[WeaponPreset]
Pistol\nadwewe	[TMPro.TextMeshProUGUI]
PixelOperator	[TMPro.TMP_FontAsset]
PixelOperatorOutline	[TMPro.TMP_FontAsset]
PlayTest	[UnityEngine.UI.Button]
Position	[LevelPartGame,TMPro.TextMeshProUGUI]
PostProcessData	[UnityEngine.Rendering.Universal.PostProcessData]
PPSH	[WeaponPreset]
