Basically hard mode	[code_phrase]
species unlocked	[code_phrase]
Aim speed:	[code_phrase]
Reload speed:	[code_phrase]
Move speed:	[code_phrase]
Lung capacity:	[code_phrase]
Jump force:	[code_phrase]
Run force:	[code_phrase]
Kick damage:	[code_phrase]
Swim speed:	[code_phrase]
Has gills	[code_phrase]
Fast swimmer	[code_phrase]
Cloak varies	[code_phrase]
Swap into this character to unlock them	[code_phrase]
Mission locked	[code_phrase]
Complete the previous mission to unlock	[code_phrase]
Damage ratio:	[code_phrase]
Headshot ratio:	[code_phrase]
Total performance:	[code_phrase]
Your performance is undesirable.	[code_phrase]
You can do better.	[code_phrase]
Not terrible.	[code_phrase]
Not bad.	[code_phrase]
Kill all for rank U	[code_phrase]
& don't die twice	[code_phrase]
Finish on brutal mode for rank X	[code_phrase]
Well done.	[code_phrase]
Music Track	[code_phrase]
