Background element. Has collision	[LevelPartGame]
Background grass, but snowy. Randomly varies when level is loaded	[LevelPartGame]
Background grass. Randomly varies when level is loaded	[LevelPartGame]
Background info screen. Set the team to your desired text	[LevelPartGame]
Bad weapon handling, very high jumps\n<color="green">VERY strong kicks\nHigher move, reload and aim speed the lower your HP is	[MainMenuManager]
Basic colored lamp. Change the team to a name or HEX color value. Don't overdo them	[LevelPartGame]
Basic entity\nAverage combat abilities	[BodyScript]
Basic entity\nAverage combat abilities\nHas albinism	[BodyScript]
Basic explosive barrel	[LevelPartGame]
Basic lamp. Don't overdo them	[LevelPartGame]
Basic objects	[TMPro.TextMeshProUGUI,UnityEngine.UI.Button]
Basic Training	[MissionSelect]
Basic, scalable background. Only editable in background edit mode	[LevelPartGame]
Basic, scalable walkable ground	[LevelPartGame]
Be Quick or Be Dead	[MusicClip]
BEES MAKE HONEY	[TMPro.TextMeshPro]
Belt Dropdown	[MissionSelect]
Black Rainbows	[MusicClip]
Blood by Awez	[TMPro.TextMeshProUGUI]
Blue Sewers	[MissionSelect]
Box Check	[MissionSelect,TMPro.TextMeshProUGUI]
Brutal Mode	[TMPro.TextMeshProUGUI]
Building/LabCrate Variant	[LevelPartGame]
Bullets slow enemies	[BodyScript]
Bullpup rifle	[WeaponPreset]
Bully Drone	[LevelPartGame]
Button prompts	[TMPro.TextMeshProUGUI]
Camera Finish Point	[LevelPartGame]
