DropWeapon	[code_word]
Sounds/Hit	[code_word]
Sounds/boneCrunch	[code_word]
PlayerKickAir	[code_word]
PlayerKickUp	[code_word]
PlayerKickNormal	[code_word]
PlayerKickDown	[code_word]
KickDelayed	[code_word]
Spawnables/FurTuft	[code_word]
Spawnables/BloodSplashBleed	[code_word]
Spawnables/SparkBig	[code_word]
Sounds/crateCrush	[code_word]
Sounds/MinorFall	[code_word]
Sounds/MediumFall	[code_word]
Sounds/MajorFall	[code_word]
Sounds/SmallHit	[code_word]
Sounds/gasp	[code_word]
Platform	[code_word]
EntityStand	[code_word]
Zone	[code_word]
grounded	[code_word]
inVehicle	[code_word]
speed	[code_word]
air	[code_word]
Spawnables/BloodSplashVomit	[code_word]
Sounds/vomit	[code_word]
SnowIntensity	[code_word]
BurnIntensity	[code_word]
