Fix your shitty game!	[ErrorDetector~raw]
Flies into any nearby enemies with a different team	[LevelPartGame]
Fog setter	[LevelPartGame]
Foggy Whites	[MissionSelect]
Fonts & Materials/	[TMPro.TMP_Settings]
Foreign entity	[BodyScript]
fuck off	[BodyScript]
fuck off\ntheres nothing here	[TMPro.TextMeshPro]
Full-auto shotgun	[WeaponPreset]
G - Semi godmode\nT - Teleport\n5 - No filter\n6 - Rozamode (PERMANENT UNTIL RESTART)\n7 - No arms\n8 - No legs\n9 - Infinite ammo\nI - Infinite swaps\nK - Braindead AI\nNUM5 - Become robot\n<color="red">level finish disabled	[TMPro.TextMeshProUGUI]
game died lmao	[ErrorDetector~raw]
GameManager, Assembly-CSharp	[UnityEngine.UI.Button,UnityEngine.UI.Slider]
Gelatik-Regular SDF	[TMPro.TMP_FontAsset]
Get Out	[MusicClip]
Getting shot in the arms results in aimpunch, throwing off your aim. Crouch and don't ragdoll to mitigate this.	[SceneLoader~raw]
Getting shot in the legs slows you down.	[SceneLoader~raw]
Gib Head	[LevelPartGame]
Gibbing enemies at close range looks rad as hell, but splatters your screen with blood, making vision difficult.	[SceneLoader~raw]
Gives every character special hats in October/December	[TMPro.TextMeshProUGUI]
go away	[WeaponPreset]
go away!!!!	[TMPro.TextMeshPro]
Golf cart	[LevelPartGame,VehicleBase]
Good to see you again! Got some new jobs for you to take on, mercenary.\nOne of our main supply routes has gone dark, and we're struggling to keep operations running in some sectors.\nScouts have come back, told us that there's some drone activity around a set of assumedly abandoned dug-ins in the mountain basins, near where our supplies travel.\nWhether its rivals or bandits ain't important, we just need ya to go take a look, see if it's rival presence or local bandits, and clear it up if so.\nGood luck out there.\n- Z	[MissionSelect]
Got it.	[TMPro.TextMeshProUGUI]
Grappling entity\nLong, extendable sticky tongue\nBad with weapons	[BodyScript]
Gravity trigger	[LevelPartGame]
Green crates are guaranteed to drop a weapon.	[SceneLoader~raw]
Green skies	[MissionSelect]
