<color=red>Prefab not found for replacement.</color>	[code_phrase]
Sending action:	[code_phrase]
bytes ->	[code_phrase]
bytes compressed	[code_phrase]
Compressed preview:	[code_phrase]
/action?room=	[code_phrase]
Action upload failed:	[code_phrase]
<color=red>Action failed:	[code_phrase]
Action submit error:	[code_phrase]
new action(s).	[code_phrase]
exists, skipping</color>	[code_phrase]
!</color>	[code_phrase]
<color=red>Failed to load:	[code_phrase]
Properties updated from collaborator.	[code_phrase]
<color=red>Error processing action:	[code_phrase]
<color=red>No pixel art preset found for size:	[code_phrase]
vertical pixel columns...	[code_phrase]
Finalizing pixel art objects...	[code_phrase]
<color=green>Pixel art generation complete!</color>	[code_phrase]
object(s) pasted.	[code_phrase]
<color=orange>Select objects to save as a template first.</color>	[code_phrase]
<color=green>Template '	[code_phrase]
' saved!</color>	[code_phrase]
<color=red>Failed to save template:	[code_phrase]
*.json	[code_phrase]
Left-click to place template, Right-click to cancel.	[code_phrase]
<color=red>Failed to load template.</color>	[code_phrase]
Rename Template	[code_phrase]
