I plead whoopsie diasy	[TMPro.TextMeshProUGUI]
I suck at coding	[ErrorDetector~raw]
If off, uses the <color=red>UNFINISHED* </color>procedural music system (*not final)\n*Very few combat tracks are done so far	[TMPro.TextMeshProUGUI]
If on, whines are heard when someone gets hurt	[TMPro.TextMeshProUGUI]
IF YOU FALL HERE\nYOU WILL DIE	[TMPro.TextMeshPro]
Info screen	[LevelPartGame]
Insectoid entity\nCombat experienced\nHigh mid-air mobility	[BodyScript]
Insectoid entity\nGreatly skilled\nEats corpses\nHas gills	[BodyScript]
Instability detected	[ErrorDetector~raw]
Intelligent entity\nCombat capable\nLower endurance	[BodyScript]
Intensity (X)	[LevelPartGame]
Interdimensional Horrors	[MusicClip]
It was only a matter of time...	[ErrorDetector~raw]
It's been a while since I've required you, Assassin.\nI'll get to the point. Our recent losses have forced my hand. Your services will be well paid for.\nIn our current state, we need to quickly expand our territory and possessions, starting with a set of towers overseeing the east side of the Gravel-lands.\nSimply clear it out, and prepare it for radar installation. We have interesting plans... and you will prime them.\nBeware of the Roza's that our enemy have acquired this winter. Their affinity for the cold makes them a considerable threat in the winter.\n- Y	[MissionSelect]
It's best not to use 2 weapons at once which share the same ammo type.	[SceneLoader~raw]
It's... It's still going..?	[TMPro.TextMeshPro]
Jump force: 100%	[TMPro.TextMeshProUGUI]
Jump full speed into a wall\nand press space\nright after to walljump.	[TMPro.TextMeshPro]
Jump right after hitting a wall at running speed to do a walljump.	[SceneLoader~raw]
Katharsys - Erges	[MusicClip]
Kick crates to break them and clear your way.	[SceneLoader~raw]
Kick crates to break them.	[TMPro.TextMeshPro]
Kick damage: 100%	[TMPro.TextMeshProUGUI]
Kick dying enemies\nto finish them off.	[TMPro.TextMeshPro]
Kick unconscious enemies to death to save on ammo.	[SceneLoader~raw]
Kicked the bucket	[ErrorDetector~raw]
Kill slow-mo	[TMPro.TextMeshProUGUI]
Kills any living being that touches it	[LevelPartGame]
