Cannon fodder	[BodyScript]
Cannon fodder...?	[BodyScript]
Chainlink fence	[LevelPartGame]
Changes the fog intensity (0-1) when activated	[LevelPartGame]
Changes the general object load distance\nHigher values worsen performance but increase stability	[TMPro.TextMeshProUGUI]
Changes the rain intensity (0-1) when activated	[LevelPartGame]
Changes the snow intensity (0-1) when activated	[LevelPartGame]
Changes the world gravity when activated. Default is -25. Sideways gravity works too.	[LevelPartGame]
chloe font v1 SDF	[TMPro.TMP_FontAsset]
Chrome Skull	[MusicClip]
Click on an enemy\nto swap.	[TMPro.TextMeshPro]
Click on an enemy\nto switch.	[TMPro.TextMeshPro]
CLICK on enemy to SWAP	[TMPro.TextMeshProUGUI]
Click to shoot.\nR to reload.	[TMPro.TextMeshPro]
Climb onto lamps\nto slow your fall.	[TMPro.TextMeshPro]
Code, spritework, campaign levels,\nthe game and anything else\nnot listed by Orsoniks	[TMPro.TextMeshProUGUI]
Cold entity\nBullets slow enemies	[BodyScript]
Color Gradient Presets/	[TMPro.TMP_Settings]
Colored Lamp	[LevelPartGame]
Come on!~	[TMPro.TextMeshProUGUI]
Connection established. I am looking forward to working with you, but we have a job already of high importance.\nSome high-ranks of an opposing group have setup an encampment in an outpost that we were gearing up to take hold of.\nClear it out.\nThose high ranks will be of the milky species. They have powerful weapons and high skill.\nDo not disappoint us on your first job.	[TMPro.TextMeshProUGUI]
Connection established. I am looking forward to working with you, but we have a job already of high importance.\nSome high-ranks of an opposing group have setup an encampment in an outpost that we were gearing up to take hold of.\nClear it out.\nThose high ranks will be of the milky species. They have powerful weapons and high skill.\nDo not disappoint us on your first job.\n- Y	[MissionSelect]
Connects to other nearby ground points of the same ID to create gray, gravel ground. Make sure to put them in a close line for them to connect correctly	[LevelPartGame]
Continue (Unstable) [;]	[TMPro.TextMeshProUGUI]
ControlBinder, Assembly-CSharp	[UnityEngine.UI.Button]
Controls (F1)	[TMPro.TextMeshProUGUI]
Conveyor belt	[LevelPartGame]
Copy to clipboard [C]	[TMPro.TextMeshProUGUI]
