Set the ID to the the same ID 	[code_phrase]
as the zone or button you want this trigger 	[code_phrase]
to get activated by, and action, number and 	[code_phrase]
text according to this: 	[code_phrase]
0: Do nothing	[code_phrase]
1: Kill any entity on the team TEXT	[code_phrase]
2: Ragdoll any entity on the team TEXT for NUMBER seconds	[code_phrase]
3: Finish current mission	[code_phrase]
4: Finish current mission, only if all enemies are dead	[code_phrase]
5: Spawn object from Resources at TEXT path	[code_phrase]
   Format: ObjPath;x;y;rot;size;forcex;forcey;id;activID;team	[code_phrase]
8: RAND() - activates a random number from the team field (i.e, 1,2,3,4,5)	[code_phrase]
Weapon Preset	[code_phrase]
The name of the weapon. Appears in the weapon view and others.	[code_phrase]
What the weapon will do upon firing. 0 is a normal bullet, 1 is instantiating the tracerLine at the barrel	[code_phrase]
The delay between firing when LMB is held down. 1 is one second between firing	[code_phrase]
Used in AIs. Average time between shots. Set to the fire delay on auto weapons, set lower on semu auto.	[code_phrase]
The damage the weapon deals when something is shot	[code_phrase]
How fast a weapon aims to the cursor. 1 is very slow aiming, 10 is fast.	[code_phrase]
How much physical force the weapon will apply when shitting something.	[code_phrase]
How much the weapon goes up when fired, in degrees.	[code_phrase]
How quickly the entity recovers the recoil when the weapon is fired.	[code_phrase]
How far the weapon can shoot. Any raycast hits outside this range is ignored.	[code_phrase]
How many projectiles this weapon will fire. Most guns gave 1, shotguns have multiple.	[code_phrase]
Self explanatory.	[code_phrase]
Affects what enemies can get this weapon randomly. Pistols and other less powerful/low ranking guns get lower power levels, more powerful ones get higher.	[code_phrase]
If true, weapon will shoot continuously, like the old times. If false, it will only shoot on button down.	[code_phrase]
The sprite of the weapon that is held in the entity's hands.	[code_phrase]
