Aim speed: 100%	[TMPro.TextMeshProUGUI]
AIs try to stay out of it. Make sure it extends a bit over the edge	[LevelPartGame]
Albino experiment	[LevelPartGame]
Alert enemies have quicker reaction times than non-alert ones, and can see you behind them.	[SceneLoader~raw]
All characters were made\nspecifically for Gunsaw.	[TMPro.TextMeshProUGUI]
Allows you to swap weapons with the scrollwheel	[TMPro.TextMeshProUGUI]
Always pick up ammo from any dropped weapons.	[SceneLoader~raw]
Always reload your weapons. Especially after picking one up.	[SceneLoader~raw]
Ammo is a scarce\nresource.\nWalk near dropped\nweapons to\nunload their ammo	[TMPro.TextMeshPro]
Ammo is a scarce resource.\nPress TAB to see your spare ammo.\n\nYou can only reload weapons if you have\nenough ammo of the type the weapon uses.	[TMPro.TextMeshPro]
An abomination\nLow stats	[BodyScript]
An enemy. If Move Idle is 0, they won't move when not fighting. If Crate Damage is 0, they won't take damage from falling crates. Set team to goodguys to make them an ally	[LevelPartGame]
An error has occured. The game might be unstable.\nReport this to Orson!!	[TMPro.TextMeshProUGUI]
Aquatic entity\nMediocre on land\nExcellent in water	[BodyScript]
Archer was here	[TMPro.TextMeshPro]
Are you\nsure?	[TMPro.TextMeshProUGUI]
Armored entity\nVery slow and sturdy	[BodyScript]
Art by Yellowmellow	[TMPro.TextMeshProUGUI]
Arthropod entity\nProcudes codweb	[BodyScript]
Assault rifle	[WeaponPreset]
Auto reload	[TMPro.TextMeshProUGUI]
Automatically reload your weapon after running out	[TMPro.TextMeshProUGUI]
Back to\nmain menu	[TMPro.TextMeshProUGUI]
Back to editor (B)	[TMPro.TextMeshProUGUI]
BACK TO LEVEL	[TMPro.TextMeshProUGUI]
Background edit	[TMPro.TextMeshProUGUI]
Background edit ON	[TMPro.TextMeshProUGUI]
Background element	[LevelPartGame]
