Heavy rain looping clip	[code_phrase]
AudoMixer used for the rain sound	[code_phrase]
Intensity of rain (0-1)	[code_phrase]
Rain particle system	[code_phrase]
Particles system for when rain hits something	[code_phrase]
Particle system to use for rain mist	[code_phrase]
The threshold for intensity (0 - 1) at which mist starts to appear	[code_phrase]
Wind looping clip	[code_phrase]
Wind sound volume modifier, use this to lower your sound if it's too loud.	[code_phrase]
Wind zone that will affect and follow the rain	[code_phrase]
X = minimum wind speed. Y = maximum wind speed. Z = sound multiplier. Wind speed is divided by Z to get sound multiplier value. Set Z to lower than Y to increase wind sound volume, or higher to decrease wind sound volume.	[code_phrase]
How often the wind speed and direction changes (minimum and maximum change interval in seconds)	[code_phrase]
Whether wind should be enabled.	[code_phrase]
The height above the camera that the rain will start falling from	[code_phrase]
How far the rain particle system is ahead of the player	[code_phrase]
The top y value of the mist particles	[code_phrase]
The starting y offset for rain and mist. This will be offset as a percentage of visible height from the top of the visible world.	[code_phrase]
The total width of the rain and mist as a percentage of visible width	[code_phrase]
Collision mask for the rain particles	[code_phrase]
Lifetime to assign to rain particles that have collided. 0 for instant death. This can allow the rain to penetrate a little bit beyond the collision point.	[code_phrase]
Multiply the velocity of any mist colliding by this amount	[code_phrase]
ach	[code_word]
Activateable	[code_word]
Activate	[code_word]
NoNoZone	[code_word]
Default	[code_word]
Entity	[code_word]
Ground	[code_word]
