Main menu	[TMPro.TextMeshProUGUI]
MainMenuManager, Assembly-CSharp	[UnityEngine.UI.Button,UnityEngine.UI.Slider,UnityEngine.UI.Toggle]
Makes all uncovered crates and such snow-covered. Use in snow levels	[LevelPartGame]
Makes any entities within it slowly suffocate	[LevelPartGame]
Makes bright objects more readable	[TMPro.TextMeshProUGUI]
Makes the game generally much harder and more punishing.<color="red">*\nNot recommended for beginners.	[TMPro.TextMeshProUGUI]
Makes very bright objects look glowy\nRecommended to keep on	[TMPro.TextMeshProUGUI]
Makeshift rifle	[WeaponPreset]
Marksman rifle	[WeaponPreset]
Maze Runner	[MusicClip]
Mere skill issue	[ErrorDetector~raw]
Metal crate	[LevelPartGame]
Might wanna report that...	[ErrorDetector~raw]
Mini SMG	[WeaponPreset]
Mission complete	[TMPro.TextMeshProUGUI]
Mobile entity\nQuick but very fragile	[BodyScript]
More dexterity when\nclose to death	[BodyScript]
More Human Than Human	[MusicClip]
Mount Basins	[MissionSelect]
Move (1)	[TMPro.TextMeshProUGUI]
Move idle	[LevelPartGame]
Move slowly to camouflage	[BodyScript]
Move speed: 100%	[TMPro.TextMeshProUGUI]
Moves anything lying on it. Set the speed X and Y to your desired move direction	[LevelPartGame]
Moving Background	[LevelPartGame]
Multiply with Mask	[UnityEngine.Experimental.Rendering.Universal.Renderer2DData]
Music by Karl Casey @ White Bat Audio	[TMPro.TextMeshProUGUI]
Need help?	[TMPro.TextMeshPro]
